,org_id,repo_id,name,full_name,fork,forks_count,size,has_issues,has_wiki,language,stargazers_count,watchers_count,created_at,updated_at,homepage
475,facebook,23441030,jsx,facebook/jsx,False,42,65,True,True,,418,418,2014-08-28 19:55:06,2016-09-22 01:24:31,http://facebook.github.io/jsx/
478,facebook,23821422,fatal,facebook/fatal,False,76,2398,True,True,C++,534,534,2014-09-09 06:04:59,2016-09-20 07:10:22,https://www.facebook.com/groups/libfatal/
481,facebook,25880891,flow,facebook/flow,False,622,155377,True,True,OCaml,8612,8612,2014-10-28 17:17:45,2016-09-23 05:21:07,http://flowtype.org/
486,facebook,29028775,react-native,facebook/react-native,False,8403,132054,True,True,Java,37972,37972,2015-01-09 18:10:16,2016-09-23 05:11:58,http://facebook.github.io/react-native/
488,facebook,29703871,stetho,facebook/stetho,False,565,2391,True,True,Java,5878,5878,2015-01-22 22:34:10,2016-09-22 12:30:15,http://facebook.github.io/stetho/
489,facebook,29759715,zstd,facebook/zstd,False,285,6510,True,True,C,4072,4072,2015-01-24 00:22:38,2016-09-23 03:45:46,http://www.zstd.net
490,facebook,29857799,infer,facebook/infer,False,744,98943,True,True,OCaml,5836,5836,2015-01-26 11:19:13,2016-09-23 03:34:06,http://fbinfer.com/
491,facebook,29950228,fixed-data-table,facebook/fixed-data-table,False,432,12989,True,True,JavaScript,2933,2933,2015-01-28 04:19:02,2016-09-23 03:18:35,http://facebook.github.io/fixed-data-table/
493,facebook,30729678,ThreatExchange,facebook/ThreatExchange,False,75,1382,True,True,Python,199,199,2015-02-12 22:53:08,2016-09-16 18:24:01,https://threatexchange.fb.com
494,facebook,31441862,shimmer-android,facebook/shimmer-android,False,310,5016,True,True,Java,1621,1621,2015-02-27 22:25:22,2016-09-23 01:51:22,http://facebook.github.io/shimmer-android/
495,facebook,31524768,nuclide,facebook/nuclide,False,349,95421,True,True,JavaScript,5053,5053,2015-03-02 05:25:27,2016-09-23 05:12:02,http://nuclide.io
496,facebook,31533997,fresco,facebook/fresco,False,2979,21231,True,True,Java,10578,10578,2015-03-02 09:58:04,2016-09-23 04:23:17,http://frescolib.org/
502,facebook,32600951,componentkit,facebook/componentkit,False,368,9294,True,False,Objective-C++,3384,3384,2015-03-20 18:42:47,2016-09-23 05:17:33,http://www.componentkit.org/
507,facebook,34887588,PathPicker,facebook/PathPicker,False,180,1727,True,True,Python,3013,3013,2015-05-01 03:05:54,2016-09-23 04:19:33,http://facebook.github.io/PathPicker/
510,facebook,38342221,graphql,facebook/graphql,False,177,1013,True,True,,3405,3405,2015-07-01 01:26:56,2016-09-23 03:57:55,http://facebook.github.io/graphql/
511,facebook,40137508,react-native-fbsdk,facebook/react-native-fbsdk,False,135,696,True,True,Java,814,814,2015-08-03 17:10:14,2016-09-22 08:29:21,https://developers.facebook.com/docs/react-native
513,facebook,40508605,relay,facebook/relay,False,590,15200,True,True,JavaScript,7098,7098,2015-08-10 22:09:16,2016-09-23 05:10:54,https://facebook.github.io/relay/
515,facebook,41693388,screenshot-tests-for-android,facebook/screenshot-tests-for-android,False,59,677,True,True,Java,557,557,2015-08-31 18:36:02,2016-09-22 16:08:45,http://facebook.github.io/screenshot-tests-for-android
524,facebook,46261404,reason,facebook/reason,False,110,21666,True,True,OCaml,1720,1720,2015-11-16 08:22:32,2016-09-23 05:03:10,http://facebook.github.io/reason
531,facebook,52113921,draft-js,facebook/draft-js,False,549,3997,True,True,JavaScript,7523,7523,2016-02-19 20:18:26,2016-09-23 04:47:42,https://facebook.github.io/draft-js/
535,facebook,54664770,redex,facebook/redex,False,274,2376,True,True,C++,3040,3040,2016-03-24 18:26:35,2016-09-23 03:19:46,http://fbredex.com/
540,facebook,55754986,FBNotifications,facebook/FBNotifications,False,30,315,True,True,Objective-C,379,379,2016-04-08 06:14:31,2016-09-22 18:52:59,https://developers.facebook.com/docs/analytics/push-campaigns
543,facebook,63345617,facebook-sdk-swift,facebook/facebook-sdk-swift,False,60,1048,True,False,Swift,849,849,2016-07-14 14:56:05,2016-09-22 22:51:32,https://developers.facebook.com/docs/swift
554,reactjs,17811771,React.NET,reactjs/React.NET,False,197,4608,True,False,C#,790,790,2014-03-16 23:18:34,2016-09-22 14:03:11,http://reactjs.net/
558,reactjs,21339768,react-tutorial,reactjs/react-tutorial,False,2214,1024,True,True,JavaScript,2772,2772,2014-06-30 04:42:12,2016-09-23 01:40:14,http://facebook.github.io/react/docs/tutorial.html
560,reactjs,24278976,react-modal,reactjs/react-modal,False,258,6196,True,False,JavaScript,1454,1454,2014-09-21 01:30:33,2016-09-23 03:40:12,https://reactjs.github.io/react-modal
566,reactjs,36535156,redux,reactjs/redux,False,3713,14257,True,False,JavaScript,23411,23411,2015-05-29 23:53:15,2016-09-23 05:21:31,http://redux.js.org
568,reactjs,38934449,react-redux,reactjs/react-redux,False,674,677,True,True,JavaScript,4679,4679,2015-07-11 17:32:01,2016-09-23 03:23:56,http://redux.js.org/docs/basics/UsageWithReact.html
570,reactjs,45632603,react-router-redux,reactjs/react-router-redux,False,364,471,True,False,JavaScript,4441,4441,2015-11-05 18:59:42,2016-09-23 03:37:57,https://www.npmjs.com/package/react-router-redux
574,twbs,2126244,bootstrap,twbs/bootstrap,False,45558,210631,True,False,JavaScript,101461,101461,2011-07-29 21:19:00,2016-09-23 05:11:49,http://getbootstrap.com
575,twbs,2336578,bootstrap-sass,twbs/bootstrap-sass,False,2797,11066,True,False,Ruby,11328,11328,2011-09-06 18:58:49,2016-09-22 20:45:06,http://getbootstrap.com/css/#sass
577,twbs,5448530,ratchet,twbs/ratchet,False,1437,16494,True,False,CSS,13368,13368,2012-08-17 05:41:57,2016-09-23 05:06:50,http://goratchet.com
578,twbs,8545220,bootstrap-expo,twbs/bootstrap-expo,False,148,210319,True,False,HTML,390,390,2013-03-04 00:33:43,2016-09-06 06:52:42,http://expo.getbootstrap.com
580,twbs,26006508,no-carrier,twbs/no-carrier,False,6,74,True,True,Scala,130,130,2014-10-31 07:30:26,2016-09-22 03:43:03,http://blog.getbootstrap.com/2015/08/04/no-carrier/
581,twbs,41397625,bootstrap-rubygem,twbs/bootstrap-rubygem,False,64,3628,True,True,Ruby,446,446,2015-08-26 01:39:19,2016-09-21 22:03:40,https://rubygems.org/gems/bootstrap
582,linkedin,533032,sensei,linkedin/sensei,False,157,66117,True,True,Java,496,496,2010-02-24 00:04:42,2016-09-14 11:08:44,http://www.senseidb.com
584,linkedin,2345470,inject,linkedin/inject,False,50,25811,True,True,JavaScript,468,468,2011-09-08 00:38:32,2016-09-20 11:12:20,http://www.injectjs.com
585,linkedin,2402401,datafu,linkedin/datafu,False,155,32892,True,True,Java,586,586,2011-09-16 22:32:31,2016-08-29 10:16:54,http://datafu.incubator.apache.org/
586,linkedin,2506397,cleo,linkedin/cleo,False,71,682,True,True,Java,508,508,2011-10-03 17:53:51,2016-09-19 04:22:10,http://sna-projects.com/cleo
587,linkedin,3016789,indextank-engine,linkedin/indextank-engine,False,107,3648,True,True,Java,813,813,2011-12-20 02:43:26,2016-09-14 20:13:31,http://indextank.com/
590,linkedin,3813151,dustjs,linkedin/dustjs,False,402,11547,True,True,JavaScript,2376,2376,2012-03-23 22:20:39,2016-09-22 12:25:07,http://dustjs.com
591,linkedin,4781860,venus.js,linkedin/venus.js,False,38,41783,True,True,JavaScript,303,303,2012-06-25 13:12:48,2016-09-20 10:48:07,http://www.venusjs.org
595,linkedin,6051835,archetype,linkedin/archetype,False,16,3007,True,True,Ruby,104,104,2012-10-02 21:34:18,2016-07-28 15:51:06,http://www.archetypecss.com
596,linkedin,6944525,rest.li,linkedin/rest.li,False,261,13165,True,True,Java,1398,1398,2012-11-30 19:37:51,2016-09-21 20:36:20,rest.li
601,linkedin,13870893,ambry,linkedin/ambry,False,106,8849,True,True,Java,734,734,2013-10-25 20:04:54,2016-09-21 13:10:46,https://github.com/linkedin/ambry/wiki
604,linkedin,19961085,pinot,linkedin/pinot,False,223,144587,True,True,Java,1348,1348,2014-05-19 23:27:48,2016-09-21 13:18:27,https://github.com/linkedin/pinot/wiki
607,linkedin,24570709,Cubert,linkedin/Cubert,False,44,2698,True,True,Java,217,217,2014-09-28 21:20:37,2016-09-20 10:55:54,http://linkedin.github.io/Cubert/
610,linkedin,27392543,gobblin,linkedin/gobblin,False,284,181226,True,True,Java,719,719,2014-12-01 18:10:50,2016-09-23 01:32:54,https://github.com/linkedin/gobblin/wiki
619,linkedin,40511000,simoorg,linkedin/simoorg,False,24,243,True,True,Python,124,124,2015-08-10 23:27:30,2016-09-13 09:57:43,https://github.com/linkedin/simoorg/blob/master/docs/user_guide.md
620,linkedin,46398090,WhereHows,linkedin/WhereHows,False,106,7403,True,True,Java,339,339,2015-11-18 05:47:40,2016-09-22 10:52:23,https://github.com/linkedin/WhereHows/wiki
621,linkedin,49520446,LayoutTest-iOS,linkedin/LayoutTest-iOS,False,21,1319,True,True,Objective-C,427,427,2016-01-12 18:31:08,2016-09-22 18:52:42,https://linkedin.github.io/LayoutTest-iOS/
625,linkedin,57149712,ConsistencyManager-iOS,linkedin/ConsistencyManager-iOS,False,14,1474,True,True,Swift,257,257,2016-04-26 17:49:28,2016-09-22 05:44:21,https://linkedin.github.io/ConsistencyManager-iOS/
626,linkedin,61237995,LayoutKit,linkedin/LayoutKit,False,90,6719,True,False,Swift,1335,1335,2016-06-15 20:15:11,2016-09-23 03:11:29,http://layoutkit.org
627,linkedin,61583938,pygradle,linkedin/pygradle,False,17,669,True,True,Groovy,124,124,2016-06-20 22:12:38,2016-09-22 13:18:46,https://github.com/linkedin/pygradle
629,linkedin,63266096,RocketData,linkedin/RocketData,False,19,1494,True,True,Swift,306,306,2016-07-13 17:28:04,2016-09-20 19:52:48,https://linkedin.github.io/RocketData
633,awslabs,11980431,aws-sdk-android-samples,awslabs/aws-sdk-android-samples,False,340,3678,True,False,Java,277,277,2013-08-08 16:02:14,2016-09-22 11:16:21,https://github.com/aws/aws-sdk-android/
638,awslabs,14215546,route53-infima,awslabs/route53-infima,False,8,204,False,False,Java,110,110,2013-11-07 20:51:55,2016-09-12 01:11:45,http://aws.amazon.com/route53/
641,awslabs,19718034,cfncluster,awslabs/cfncluster,False,57,1355,True,False,Python,174,174,2014-05-12 22:42:19,2016-09-16 21:20:07,http://aws.amazon.com/hpc/cfncluster
652,awslabs,28992425,ecs-mesos-scheduler-driver,awslabs/ecs-mesos-scheduler-driver,False,10,144,True,False,Java,148,148,2015-01-09 00:03:48,2016-09-14 02:53:36,http://aws.amazon.com/ecs
659,awslabs,40617534,simplebeerservice,awslabs/simplebeerservice,False,23,7810,True,False,JavaScript,133,133,2015-08-12 18:32:22,2016-09-13 08:29:29,http://www.simplebeerservice.com
668,awslabs,51314087,aws-config-rules,awslabs/aws-config-rules,False,42,119,True,False,Java,203,203,2016-02-08 17:33:58,2016-09-22 14:39:23,http://aws.amazon.com/config/
674,aws,574877,aws-sdk-java,aws/aws-sdk-java,False,1159,454761,True,False,Java,1591,1591,2010-03-22 23:34:58,2016-09-22 16:19:57,https://aws.amazon.com/sdkforjava
676,aws,1176081,aws-toolkit-eclipse,aws/aws-toolkit-eclipse,False,89,169220,True,False,Java,161,161,2010-12-17 02:12:00,2016-09-09 08:24:25,http://aws.amazon.com/eclipse
677,aws,2050163,aws-sdk-ruby,aws/aws-sdk-ruby,False,677,30404,True,False,Ruby,2129,2129,2011-07-14 22:21:47,2016-09-22 13:52:46,http://aws.amazon.com/sdkforruby
678,aws,3251639,aws-sdk-net,aws/aws-sdk-net,False,251,303079,True,False,C#,478,478,2012-01-23 23:50:43,2016-09-20 20:54:21,http://aws.amazon.com/sdkfornet/
679,aws,5694513,aws-sdk-js,aws/aws-sdk-js,False,435,30695,True,False,JavaScript,2522,2522,2012-09-05 22:31:25,2016-09-23 03:01:41,aws.amazon.com/javascript
680,aws,6269013,aws-sdk-php,aws/aws-sdk-php,False,596,28480,True,False,PHP,2162,2162,2012-10-17 21:28:32,2016-09-22 15:31:35,http://aws.amazon.com/sdkforphp
682,aws,8189133,aws-sdk-php-laravel,aws/aws-sdk-php-laravel,False,104,97,True,False,PHP,717,717,2013-02-13 22:22:27,2016-09-21 01:30:40,http://aws.amazon.com/sdkforphp/
685,aws,13282666,aws-sdk-core-ruby,aws/aws-sdk-core-ruby,False,63,14571,True,False,,247,247,2013-10-02 20:55:46,2016-09-19 12:08:32,https://github.com/aws/aws-sdk-ruby
686,aws,20738855,aws-sdk-ios,aws/aws-sdk-ios,False,306,12311,True,False,Objective-C,621,621,2014-06-11 19:54:44,2016-09-23 02:19:35,http://aws.amazon.com/mobile/sdk/
687,aws,21634100,aws-sdk-android,aws/aws-sdk-android,False,121,12914,True,False,Java,233,233,2014-07-09 00:44:24,2016-09-23 04:37:43,http://aws.amazon.com/mobile/sdk/
689,aws,27551774,amazon-ecs-agent,aws/amazon-ecs-agent,False,176,7482,True,False,Go,662,662,2014-12-04 17:31:49,2016-09-21 22:53:00,http://aws.amazon.com/ecs/
690,aws,27576132,aws-sdk-go,aws/aws-sdk-go,False,481,29379,True,True,Go,2722,2722,2014-12-05 05:29:41,2016-09-23 01:23:44,http://aws.amazon.com/sdk-for-go/
697,aws,64957885,aws-week-in-review,aws/aws-week-in-review,False,78,181,True,False,HTML,111,111,2016-08-04 18:25:43,2016-09-21 13:41:39,https://aws.amazon.com/blogs/aws/category/week-in-review/
698,microsoft,15312978,angle,Microsoft/angle,False,76,45964,True,True,C++,283,283,2013-12-19 13:58:48,2016-09-22 21:49:24,https://github.com/Microsoft/angle/wiki
702,microsoft,20723540,microsoft.github.io,Microsoft/microsoft.github.io,False,259,449,True,False,CSS,727,727,2014-06-11 12:01:31,2016-09-19 05:19:50,http://microsoft.github.io
703,microsoft,20929025,TypeScript,Microsoft/TypeScript,False,2029,575066,True,True,TypeScript,15093,15093,2014-06-17 15:28:39,2016-09-23 05:07:21,http://www.typescriptlang.org
705,microsoft,21972471,Win2D,Microsoft/Win2D,False,155,39647,True,True,C++,813,813,2014-07-18 07:54:58,2016-09-23 03:11:03,http://microsoft.github.io/Win2D
709,microsoft,23337905,Docker.DotNet,Microsoft/Docker.DotNet,False,55,510,True,True,C#,208,208,2014-08-26 03:47:17,2016-09-20 08:42:33,https://www.nuget.org/packages/Docker.DotNet/
711,microsoft,25659723,dotnet,Microsoft/dotnet,False,1118,757,True,True,HTML,7401,7401,2014-10-23 21:58:29,2016-09-22 14:05:58,http://blogs.msdn.com/dotnet
712,microsoft,26521129,referencesource,Microsoft/referencesource,False,252,41286,False,False,C#,1083,1083,2014-11-12 05:41:28,2016-09-22 15:16:50,http://referencesource.microsoft.com/
714,microsoft,27631673,vsts-tasks,Microsoft/vsts-tasks,False,367,20391,True,True,TypeScript,409,409,2014-12-06 11:11:46,2016-09-21 14:20:52,https://aka.ms/tfbuild
715,microsoft,27931923,dotnet-apiport,Microsoft/dotnet-apiport,False,46,2269,True,False,C#,173,173,2014-12-12 18:04:11,2016-09-21 20:41:49,http://dotnetstatus.azurewebsites.net/
720,microsoft,29704274,llvm,Microsoft/llvm,False,44,776207,True,True,C++,101,101,2015-01-22 22:44:45,2016-09-12 03:59:57,http://llvm.org
724,microsoft,30933832,cordova-samples,Microsoft/cordova-samples,False,581,12975,True,True,JavaScript,244,244,2015-02-17 19:36:06,2016-09-22 18:51:37,http://aka.ms/cordova
733,microsoft,32487763,PTVS,Microsoft/PTVS,False,331,154048,True,True,C#,1255,1255,2015-03-18 22:30:53,2016-09-22 10:35:38,https://microsoft.github.io/PTVS
735,microsoft,33010673,perfview,Microsoft/perfview,False,31,217247,True,True,C#,325,325,2015-03-27 21:48:45,2016-09-23 05:21:58,http://channel9.msdn.com/Series/PerfView-Tutorial
736,microsoft,33017149,nodejstools,Microsoft/nodejstools,False,241,97089,True,True,C#,1366,1366,2015-03-28 01:37:20,2016-09-22 14:05:20,http://aka.ms/explorentvs
737,microsoft,33688597,DirectXMesh,Microsoft/DirectXMesh,False,36,294,True,True,C++,133,133,2015-04-09 19:36:28,2016-09-20 23:23:01,http://blogs.msdn.com/b/chuckw/archive/2014/06/27/directxmesh.aspx
738,microsoft,33688642,DirectXTex,Microsoft/DirectXTex,False,67,1832,True,True,C++,246,246,2015-04-09 19:37:02,2016-09-22 11:23:36,http://blogs.msdn.com/b/chuckw/archive/2011/10/28/directxtex.aspx
739,microsoft,33688704,DirectXTK,Microsoft/DirectXTK,False,161,3866,True,True,C++,571,571,2015-04-09 19:38:28,2016-09-22 09:24:39,http://blogs.msdn.com/b/chuckw/archive/2012/03/02/directxtk.aspx
740,microsoft,33688933,UVAtlas,Microsoft/UVAtlas,False,25,540,True,True,C++,119,119,2015-04-09 19:43:41,2016-09-20 23:22:56,http://blogs.msdn.com/b/chuckw/archive/2014/11/14/uvatlas-return-of-the-isochart.aspx
742,microsoft,33897199,cordova-docs,Microsoft/cordova-docs,False,61,27918,True,False,JavaScript,138,138,2015-04-13 22:20:47,2016-09-22 23:08:09,http://aka.ms/cordova
743,microsoft,33956445,FX11,Microsoft/FX11,False,35,338,True,True,C++,124,124,2015-04-14 20:52:45,2016-09-17 19:01:42,http://blogs.msdn.com/b/chuckw/archive/2012/10/23/effects-for-direct3d-11-update.aspx
744,microsoft,33956595,DXUT,Microsoft/DXUT,False,34,759,True,True,C++,127,127,2015-04-14 20:56:17,2016-09-18 14:11:25,http://blogs.msdn.com/b/chuckw/archive/2013/09/16/dxut-for-win32-desktop-update.aspx
751,microsoft,35298250,maker.js,Microsoft/maker.js,False,29,8094,True,True,JavaScript,197,197,2015-05-08 19:39:23,2016-09-22 11:16:32,http://microsoft.github.io/maker.js/demos/
756,microsoft,36749153,react-native-code-push,Microsoft/react-native-code-push,False,199,7702,True,True,C,1641,1641,2015-06-02 17:19:20,2016-09-23 05:04:07,http://codepush.tools
758,microsoft,37286468,PowerBI-visuals-core,Microsoft/PowerBI-visuals-core,False,502,147924,True,True,JavaScript,607,607,2015-06-11 21:11:28,2016-09-21 16:50:22,https://powerbi.com
759,microsoft,37945556,VSSDK-Extensibility-Samples,Microsoft/VSSDK-Extensibility-Samples,False,109,6241,True,False,C#,286,286,2015-06-23 21:16:44,2016-09-19 15:59:30,http://aka.ms/extendvs
766,microsoft,41043374,cordova-plugin-code-push,Microsoft/cordova-plugin-code-push,False,31,1109,True,True,TypeScript,164,164,2015-08-19 15:40:12,2016-09-21 04:09:09,http://codepush.tools
768,microsoft,41443539,vscode-docs,Microsoft/vscode-docs,False,324,88041,True,True,JavaScript,365,365,2015-08-26 18:45:33,2016-09-22 12:46:03,http://code.visualstudio.com/docs
769,microsoft,41881900,vscode,Microsoft/vscode,False,2453,55487,True,True,TypeScript,17816,17816,2015-09-03 20:23:38,2016-09-23 03:50:45,http://code.visualstudio.com
771,microsoft,42048804,multiverso,Microsoft/multiverso,False,134,6941,True,True,C++,409,409,2015-09-07 11:16:53,2016-09-15 03:52:27,http://www.dmtk.io
773,microsoft,42283396,lightLDA,Microsoft/lightLDA,False,110,117,True,True,C++,320,320,2015-09-11 02:42:49,2016-09-21 08:56:34,http://www.dmtk.io
775,microsoft,42606220,clrmd,Microsoft/clrmd,False,35,1883,True,False,C#,125,125,2015-09-16 18:37:49,2016-09-21 15:46:17,https://github.com/Microsoft/clrmd/blob/master/Documentation/ClrRuntime.md
777,microsoft,42753362,VisualStudioUninstaller,Microsoft/VisualStudioUninstaller,False,63,2964,True,False,C#,546,546,2015-09-19 00:36:01,2016-09-23 03:10:41,www.visualstudio.com
778,microsoft,43459513,code-push,Microsoft/code-push,False,141,8561,True,True,TypeScript,1791,1791,2015-09-30 21:12:55,2016-09-23 03:58:12,http://codepush.tools
781,microsoft,44264925,vscode-go,Microsoft/vscode-go,False,138,702,True,True,TypeScript,1937,1937,2015-10-14 17:34:10,2016-09-23 03:04:55,https://marketplace.visualstudio.com/items/lukehoban.Go
782,microsoft,44393232,pict,Microsoft/pict,False,33,460,True,True,C++,121,121,2015-10-16 15:15:03,2016-09-18 09:35:16,www.pairwise.org
784,microsoft,44644000,ProjectOxford-ClientSDK,Microsoft/ProjectOxford-ClientSDK,False,676,59739,True,True,Jupyter Notebook,979,979,2015-10-21 01:01:25,2016-09-22 13:48:22,https://www.microsoft.com/cognitive-services/en-us/sdk-sample
785,microsoft,44771262,HealthClinic.biz,Microsoft/HealthClinic.biz,False,171,23267,True,True,JavaScript,317,317,2015-10-22 20:25:33,2016-09-21 10:57:21,http://aka.ms/Connect
786,microsoft,45061346,mattercenter,Microsoft/mattercenter,False,94,70510,True,True,C#,116,116,2015-10-27 18:26:27,2016-09-19 08:01:40,https://www.microsoft.com/en-us/legal/productivity/mattercenter.aspx
791,microsoft,45765537,DMTK,Microsoft/DMTK,False,408,15,True,True,,1682,1682,2015-11-08 03:32:50,2016-09-23 04:40:24,http://www.dmtk.io
795,microsoft,47291419,VS-PPT,Microsoft/VS-PPT,False,65,16880,True,True,C#,574,574,2015-12-02 22:05:12,2016-09-22 19:03:27,http://aka.ms/extendvs
801,microsoft,50304279,pxt,Microsoft/pxt,False,21,15266,True,False,JavaScript,131,131,2016-01-24 19:35:52,2016-09-21 21:56:25,https://www.pxt.io
802,microsoft,50415500,ace,Microsoft/ace,False,62,3281,True,True,Objective-C++,607,607,2016-01-26 08:41:38,2016-09-22 20:13:34,http://microsoft.github.io/ace
806,microsoft,52379184,checkedc,Microsoft/checkedc,False,77,632,True,True,TeX,1139,1139,2016-02-23 17:47:40,2016-09-22 14:54:45,http://research.microsoft.com/en-us/projects/checkedc/default.aspx
808,microsoft,53092757,BotBuilder,Microsoft/BotBuilder,False,705,61916,True,False,C#,2696,2696,2016-03-03 23:47:03,2016-09-22 16:12:12,http://botframework.com
818,microsoft,59032201,malmo,Microsoft/malmo,False,271,26448,True,True,Java,2024,2024,2016-05-17 14:58:40,2016-09-23 02:03:15,https://www.microsoft.com/en-us/research/project/project-malmo/
819,microsoft,59512330,DirectXMath,Microsoft/DirectXMath,False,23,789,True,True,C++,123,123,2016-05-23 19:28:58,2016-09-20 08:18:17,https://blogs.msdn.microsoft.com/chuckw/2012/03/26/introducing-directxmath/
820,microsoft,60630844,monaco-editor,Microsoft/monaco-editor,False,156,11912,True,False,HTML,3065,3065,2016-06-07 16:56:31,2016-09-23 04:38:54,https://microsoft.github.io/monaco-editor/
825,Yelp,172374,yelp-api,Yelp/yelp-api,False,1186,1864,True,True,PHP,557,557,2009-04-09 23:53:28,2016-09-22 09:28:45,http://yelp.com/developers
828,Yelp,984742,mrjob,Yelp/mrjob,False,474,13364,True,True,Python,1888,1888,2010-10-13 18:35:21,2016-09-22 21:35:28,http://packages.python.org/mrjob/
829,Yelp,2447077,dataset-examples,Yelp/dataset-examples,False,303,57941,True,True,Python,444,444,2011-09-23 22:06:42,2016-09-22 19:55:45,http://www.yelp.com/academic_dataset
833,Yelp,19800494,yelp.github.io,Yelp/yelp.github.io,False,53,689,True,True,JavaScript,119,119,2014-05-15 00:11:55,2016-09-22 18:50:46,http://yelp.github.io
836,Yelp,22615096,osxcollector,Yelp/osxcollector,False,103,740,True,False,Python,1015,1015,2014-08-04 18:25:29,2016-09-21 03:36:50,http://yelp.github.io/osxcollector
837,Yelp,27091760,elastalert,Yelp/elastalert,False,366,1970,True,True,Python,2300,2300,2014-11-24 19:39:19,2016-09-23 03:24:39,https://elastalert.readthedocs.org
842,Yelp,40563188,dumb-init,Yelp/dumb-init,False,64,187,True,True,Python,1298,1298,2015-08-11 20:18:37,2016-09-23 05:16:16,https://engineeringblog.yelp.com/2016/01/dumb-init-an-init-for-docker.html
845,uber,6908427,clay,uber/clay,False,15,147,True,True,Python,288,288,2012-11-28 19:36:47,2016-09-15 02:12:11,http://clayframework.com/
854,uber,29378455,ringpop-node,uber/ringpop-node,False,85,2125,True,True,JavaScript,776,776,2015-01-17 03:26:35,2016-09-22 18:47:46,http://uber.github.io/ringpop/
856,uber,33567586,phabricator-jenkins-plugin,uber/phabricator-jenkins-plugin,False,26,2410,True,False,Java,155,155,2015-04-07 20:50:58,2016-09-21 00:11:11,https://wiki.jenkins-ci.org/display/JENKINS/Phabricator+Differential+Plugin
857,uber,36959143,ringpop-go,uber/ringpop-go,False,17,6293,True,True,Go,199,199,2015-06-05 22:48:53,2016-09-21 06:17:06,http://www.uber.com
862,uber,42740141,tchannel-go,uber/tchannel-go,False,22,2877,True,True,Go,159,159,2015-09-18 18:28:15,2016-09-21 07:03:43,http://uber.github.io/tchannel/
864,uber,46449357,rides-android-sdk,uber/rides-android-sdk,False,43,449,True,True,Java,109,109,2015-11-18 21:43:03,2016-09-22 05:05:50,https://developer.uber.com/docs
865,uber,46742890,rides-ios-sdk,uber/rides-ios-sdk,False,44,1413,True,True,Swift,162,162,2015-11-23 19:27:54,2016-09-17 16:37:28,https://developer.uber.com/docs
867,uber,50340928,luma.gl,uber/luma.gl,False,18,82555,True,True,JavaScript,169,169,2016-01-25 09:41:59,2016-09-20 04:10:26,http://uber.github.io/luma.gl/
868,uber,52304362,react-vis,uber/react-vis,False,72,1443,True,True,JavaScript,1308,1308,2016-02-22 20:45:50,2016-09-22 18:29:09,http://uber.github.io/react-vis/
872,airbnb,3372150,backpack,airbnb/backpack,False,25,1433,True,False,HTML,219,219,2012-02-06 23:09:49,2016-09-19 18:05:27,http://airbnb.github.io/backpack/
873,airbnb,5345965,infinity,airbnb/infinity,False,295,512,True,True,JavaScript,2851,2851,2012-08-08 18:54:33,2016-09-22 19:32:59,http://airbnb.io/infinity/
874,airbnb,5987222,polyglot.js,airbnb/polyglot.js,False,107,613,True,False,JavaScript,1907,1907,2012-09-27 19:10:37,2016-09-22 21:23:38,http://airbnb.github.io/polyglot.js
882,airbnb,19467101,airpal,airbnb/airpal,False,275,10122,True,True,Java,1804,1804,2014-05-05 18:51:30,2016-09-22 20:52:38,http://airbnb.github.io/airpal
884,airbnb,30977962,AirMapView,airbnb/AirMapView,False,132,8802,True,True,Java,1217,1217,2015-02-18 17:50:15,2016-09-19 18:18:40,http://airbnb.github.io/AirMapView/
885,airbnb,35507603,aerosolve,airbnb/aerosolve,False,399,5787,True,True,Java,3388,3388,2015-05-12 19:11:57,2016-09-23 04:45:26,http://airbnb.github.io/aerosolve/
886,airbnb,37286678,DeepLinkDispatch,airbnb/DeepLinkDispatch,False,137,388,True,True,Java,1467,1467,2015-06-11 21:16:48,2016-09-21 18:33:38,http://nerds.airbnb.com/deeplinkdispatch/
889,airbnb,45942274,enzyme,airbnb/enzyme,False,461,2150,True,False,JavaScript,6607,6607,2015-11-10 21:45:38,2016-09-23 05:08:21,http://airbnb.io/enzyme/
893,airbnb,58011499,react-dates,airbnb/react-dates,False,105,747,True,False,JavaScript,2303,2303,2016-05-04 00:49:45,2016-09-23 03:05:41,http://airbnb.io/react-dates
897,apple,44137852,cups,apple/cups,False,50,90850,True,True,C,125,125,2015-10-12 22:33:18,2016-09-22 19:08:28,http://www.cups.org
899,apple,44838949,swift,apple/swift,False,4839,185277,False,False,C++,34113,34113,2015-10-23 21:15:07,2016-09-23 04:59:23,https://swift.org/
904,apple,45497910,swift-evolution,apple/swift-evolution,False,829,3009,False,False,XSLT,5649,5649,2015-11-03 21:49:37,2016-09-23 03:54:28,http://apple.github.io/swift-evolution/
905,apple,45863890,swift-corelibs-foundation,apple/swift-corelibs-foundation,False,463,10699,False,False,C,2129,2129,2015-11-09 20:12:23,2016-09-23 00:27:20,swift.org
906,apple,45863965,swift-corelibs-libdispatch,apple/swift-corelibs-libdispatch,False,133,1629,False,False,C,777,777,2015-11-09 20:13:55,2016-09-22 18:52:37,swift.org
907,apple,45864027,swift-corelibs-xctest,apple/swift-corelibs-xctest,False,154,615,False,False,Swift,518,518,2015-11-09 20:15:01,2016-09-18 05:06:42,swift.org
